strain	date	genbank	region	country	division	location	host_type	genotype	host	source	latitude	longitude	authors
OR518244|Brazil|North|TO|Porto_Nacional|2021-12-02	2021-12-02	OR518244	North	Brazil	Tocantins	Porto Nacional	Human	V	Homo sapiens	NCBI	-10.7019786	-48.4110952	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518245|Brazil|North|TO|Porto_Nacional|2021-12-02	2021-12-02	OR518245	North	Brazil	Tocantins	Porto Nacional	Human	V	Homo sapiens	NCBI	-10.7019786	-48.4110952	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518246|Brazil|North|TO|Porto_Nacional|2021-12-06	2021-12-06	OR518246	North	Brazil	Tocantins	Porto Nacional	Human	V	Homo sapiens	NCBI	-10.7019786	-48.4110952	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518247|Brazil|North|TO|Porto_Nacional|2021-12-06	2021-12-06	OR518247	North	Brazil	Tocantins	Porto Nacional	Human	V	Homo sapiens	NCBI	-10.7019786	-48.4110952	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518248|Brazil|North|TO|Porto_Nacional|2021-12-06	2021-12-06	OR518248	North	Brazil	Tocantins	Porto Nacional	Human	V	Homo sapiens	NCBI	-10.7019786	-48.4110952	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518249|Brazil|North|TO|Porto_Nacional|2021-12-06	2021-12-06	OR518249	North	Brazil	Tocantins	Porto Nacional	Human	V	Homo sapiens	NCBI	-10.7019786	-48.4110952	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518250|Brazil|North|TO|Porto_Nacional|2021-12-06	2021-12-06	OR518250	North	Brazil	Tocantins	Porto Nacional	Human	V	Homo sapiens	NCBI	-10.7019786	-48.4110952	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518251|Brazil|North|TO|Porto_Nacional|2021-12-06	2021-12-06	OR518251	North	Brazil	Tocantins	Porto Nacional	Human	V	Homo sapiens	NCBI	-10.7019786	-48.4110952	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518252|Brazil|North|TO|Porto_Nacional|2021-12-06	2021-12-06	OR518252	North	Brazil	Tocantins	Porto Nacional	Human	V	Homo sapiens	NCBI	-10.7019786	-48.4110952	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518253|Brazil|North|TO|Porto_Nacional|2021-12-08	2021-12-08	OR518253	North	Brazil	Tocantins	Porto Nacional	Human	V	Homo sapiens	NCBI	-10.7019786	-48.4110952	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518254|Brazil|North|TO|Porto_Nacional|2021-12-08	2021-12-08	OR518254	North	Brazil	Tocantins	Porto Nacional	Human	V	Homo sapiens	NCBI	-10.7019786	-48.4110952	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518255|Brazil|North|TO|Porto_Nacional|2021-12-08	2021-12-08	OR518255	North	Brazil	Tocantins	Porto Nacional	Human	V	Homo sapiens	NCBI	-10.7019786	-48.4110952	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518256|Brazil|North|TO|Porto_Nacional|2021-12-08	2021-12-08	OR518256	North	Brazil	Tocantins	Porto Nacional	Human	V	Homo sapiens	NCBI	-10.7019786	-48.4110952	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518257|Brazil|North|TO|Palmas|2022-01-17	2022-01-17	OR518257	North	Brazil	Tocantins	Palmas	Human	V	Homo sapiens	NCBI	-10.1837852	-48.3336423	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518258|Brazil|North|TO|Palmas|2022-01-23	2022-01-23	OR518258	North	Brazil	Tocantins	Palmas	Human	V	Homo sapiens	NCBI	-10.1837852	-48.3336423	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518259|Brazil|North|TO|Aguiarnopolis|2022-02-08	2022-02-08	OR518259	North	Brazil	Tocantins	Aguiarnopolis	Human	V	Homo sapiens	NCBI	-6.5600452	-47.4721189	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518261|Brazil|North|TO|Colinas_do_Tocantins|2022-03-04	2022-03-04	OR518261	North	Brazil	Tocantins	Colinas do Tocantins	Human	V	Homo sapiens	NCBI	-8.0612688	-48.4716768	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518262|Brazil|North|TO|Tocantinopolis|2022-03-10	2022-03-10	OR518262	North	Brazil	Tocantins	Tocantinopolis	Human	V	Homo sapiens	NCBI	-6.3280931	-47.4217673	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518263|Brazil|North|TO|Tocantinopolis|2022-03-11	2022-03-11	OR518263	North	Brazil	Tocantins	Tocantinopolis	Human	V	Homo sapiens	NCBI	-6.3280931	-47.4217673	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518264|Brazil|North|TO|Tocantinopolis|2022-03-14	2022-03-14	OR518264	North	Brazil	Tocantins	Tocantinopolis	Human	V	Homo sapiens	NCBI	-6.3280931	-47.4217673	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518265|Brazil|North|TO|Sao_Bento_do_Tocantins|2022-03-15	2022-03-15	OR518265	North	Brazil	Tocantins	Sao Bento do Tocantins	Human	V	Homo sapiens	NCBI	-6.021853	-47.900057	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518266|Brazil|North|TO|Palmas|2022-03-20	2022-03-20	OR518266	North	Brazil	Tocantins	Palmas	Human	V	Homo sapiens	NCBI	-10.1837852	-48.3336423	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518267|Brazil|North|TO|Itapora_do_Tocantins|2022-03-21	2022-03-21	OR518267	North	Brazil	Tocantins	Itapora do Tocantins	Human	V	Homo sapiens	NCBI	-8.571722	-48.689481	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518268|Brazil|North|TO|Itapora_do_Tocantins|2022-03-21	2022-03-21	OR518268	North	Brazil	Tocantins	Itapora do Tocantins	Human	V	Homo sapiens	NCBI	-8.571722	-48.689481	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518269|Brazil|North|TO|Tocantinopolis|2022-06-19	2022-06-19	OR518269	North	Brazil	Tocantins	Tocantinopolis	Human	V	Homo sapiens	NCBI	-6.3280931	-47.4217673	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518270|Brazil|North|TO|Tocantinia|2022-06-24	2022-06-24	OR518270	North	Brazil	Tocantins	Tocantinia	Human	V	Homo sapiens	NCBI	-9.563198	-48.374104	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518271|Brazil|North|TO|Tocantinia|2022-06-28	2022-06-28	OR518271	North	Brazil	Tocantins	Tocantinia	Human	V	Homo sapiens	NCBI	-9.563198	-48.374104	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR518272|Brazil|North|TO|Dianopolis|2022-07-25	2022-07-25	OR518272	North	Brazil	Tocantins	Dianopolis	Human	V	Homo sapiens	NCBI	-11.624008	-46.819787	Souza,U.J.B., Macedo,Y.S.M., Santos,R.N., Cardoso,F.D.P., Galvao,J.D., Gabev,E.E., Franco,A.C., Roehe,P.M., Spilki,F.R., Campos,F.S.
OR654269|USA|USA_FL|2023-04-11	2023-04-11	OR654269	International	USA	International	International	Human	V	Homo sapiens	NCBI	37.090240	-95.712891	Mitchell,M., Tarigopula,N., Tekin,O., Dong,Y.
OR654271|USA|USA_FL|2023-05-19	2023-05-19	OR654271	International	USA	International	International	Human	V	Homo sapiens	NCBI	37.090240	-95.712891	Mitchell,M., Tarigopula,N., Tekin,O., Dong,Y.
OR654272|USA|USA_FL|2023-05-20	2023-05-20	OR654272	International	USA	International	International	Human	V	Homo sapiens	NCBI	37.090240	-95.712891	Mitchell,M., Tarigopula,N., Tekin,O., Dong,Y.
OR654273|USA|USA_FL|2023-05-25	2023-05-25	OR654273	International	USA	International	International	Human	V	Homo sapiens	NCBI	37.090240	-95.712891	Mitchell,M., Tarigopula,N., Tekin,O., Dong,Y.
OR654275|USA|USA_FL|2023-05-22	2023-05-22	OR654275	International	USA	International	International	Human	V	Homo sapiens	NCBI	37.090240	-95.712891	Mitchell,M., Tarigopula,N., Tekin,O., Dong,Y.
OR654282|USA|USA_FL|2023-07-01	2023-07-01	OR654282	International	USA	International	International	Human	V	Homo sapiens	NCBI	37.090240	-95.712891	Mitchell,M., Tarigopula,N., Tekin,O., Dong,Y.
OR229954|Guadeloupe|Guadeloupe|2020-07	2020-07	OR229954	International	Guadeloupe	International	International	Human	V	Homo sapiens	NCBI	16.2528827	-61.5686855	Garcia-Van Smevoorde,M., Piorkowski,G., Emboule,L., Dos Santos,G., Loraux,C., Guyomard-Rabenirina,S., Joannes,M.O., Fagour,L., Najioullah,F., Cabie,A., de Lamballerie,X., Vega-Rua,A., Cesaire,R., Calvez,E., Joannes,M.-O.
OR229955|Guadeloupe|Guadeloupe|2020-11	2020-11	OR229955	International	Guadeloupe	International	International	Human	V	Homo sapiens	NCBI	16.2528827	-61.5686855	Garcia-Van Smevoorde,M., Piorkowski,G., Emboule,L., Dos Santos,G., Loraux,C., Guyomard-Rabenirina,S., Joannes,M.O., Fagour,L., Najioullah,F., Cabie,A., de Lamballerie,X., Vega-Rua,A., Cesaire,R., Calvez,E., Joannes,M.-O.
OR229956|Guadeloupe|Guadeloupe|2020-11	2020-11	OR229956	International	Guadeloupe	International	International	Human	V	Homo sapiens	NCBI	16.2528827	-61.5686855	Garcia-Van Smevoorde,M., Piorkowski,G., Emboule,L., Dos Santos,G., Loraux,C., Guyomard-Rabenirina,S., Joannes,M.O., Fagour,L., Najioullah,F., Cabie,A., de Lamballerie,X., Vega-Rua,A., Cesaire,R., Calvez,E., Joannes,M.-O.
OR229957|Guadeloupe|Guadeloupe|2020-10	2020-10	OR229957	International	Guadeloupe	International	International	Human	V	Homo sapiens	NCBI	16.2528827	-61.5686855	Garcia-Van Smevoorde,M., Piorkowski,G., Emboule,L., Dos Santos,G., Loraux,C., Guyomard-Rabenirina,S., Joannes,M.O., Fagour,L., Najioullah,F., Cabie,A., de Lamballerie,X., Vega-Rua,A., Cesaire,R., Calvez,E., Joannes,M.-O.
OR258403|Brazil|Central-West|MS|Angelica|2022-03-23	2022-03-23	OR258403	Central-West	Brazil	Mato Grosso do Sul	Angelica	Human	V	Homo sapiens	NCBI	-22.1588196	-53.7728504	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258404|Brazil|Central-West|MS|Campo_Grande|2022-03-26	2022-03-26	OR258404	Central-West	Brazil	Mato Grosso do Sul	Campo Grande	Human	V	Homo sapiens	NCBI	-20.4640173	-54.6162947	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258405|Brazil|Central-West|MS|Chapadao_do_Sul|2022-03-25	2022-03-25	OR258405	Central-West	Brazil	Mato Grosso do Sul	Chapadao do Sul	Human	V	Homo sapiens	NCBI	-18.7949051	-52.6199512	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258406|Brazil|Central-West|MS|Chapadao_do_Sul|2022-03-25	2022-03-25	OR258406	Central-West	Brazil	Mato Grosso do Sul	Chapadao do Sul	Human	V	Homo sapiens	NCBI	-18.7949051	-52.6199512	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258407|Brazil|Central-West|MS|Chapadao_do_Sul|2022-03-26	2022-03-26	OR258407	Central-West	Brazil	Mato Grosso do Sul	Chapadao do Sul	Human	V	Homo sapiens	NCBI	-18.7949051	-52.6199512	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258408|Brazil|Central-West|MS|Angelica|2022-03-28	2022-03-28	OR258408	Central-West	Brazil	Mato Grosso do Sul	Angelica	Human	V	Homo sapiens	NCBI	-22.1588196	-53.7728504	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258409|Brazil|Central-West|MS|Angelica|2022-03-28	2022-03-28	OR258409	Central-West	Brazil	Mato Grosso do Sul	Angelica	Human	V	Homo sapiens	NCBI	-22.1588196	-53.7728504	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258410|Brazil|Central-West|MS|Terenos|2022-03-28	2022-03-28	OR258410	Central-West	Brazil	Mato Grosso do Sul	Terenos	Human	V	Homo sapiens	NCBI	-20.4409259	-54.8656049	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258411|Brazil|Central-West|MS|Sao_Gabriel_do_Oeste|2022-03-28	2022-03-28	OR258411	Central-West	Brazil	Mato Grosso do Sul	Sao Gabriel do Oeste	Human	V	Homo sapiens	NCBI	-19.3944843	-54.5755213	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258412|Brazil|Central-West|MS|Sao_Gabriel_do_Oeste|2022-03-28	2022-03-28	OR258412	Central-West	Brazil	Mato Grosso do Sul	Sao Gabriel do Oeste	Human	V	Homo sapiens	NCBI	-19.3944843	-54.5755213	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
OR258413|Brazil|Central-West|MS|Coronel_Sapucaia|2022-03-22	2022-03-22	OR258413	Central-West	Brazil	Mato Grosso do Sul	Coronel Sapucaia	Human	V	Homo sapiens	NCBI	-23.27186	-55.5288174	Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.
